query,name,name_for_emails,subtypes,category,type,phone,website,address,street,city,county,state,state_code,postal_code,country,country_code,latitude,longitude,h3,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,logo,located_in,located_google_id,business_status,working_hours,working_hours_csv_compatible,other_hours,popular_times,typical_time_spent,range,prices,reservation_links,booking_appointment_link,menu_link,order_links,about,description,posts,verified,owner_id,owner_title,owner_link,location_link,location_reviews_link,place_id,google_id,cid,kgmid,reviews_id
"gym, 500097, Hyderabad, Telangana, IN",Diamond's Gym,Diamonds Gym,Gym,,Gym,+91 98482 70608,,"Plot No. 154 & 155,Near TKR college bus stop, R N Reddy colony, Lakshmi Nagar Colony Park, Hanuman Nagar Colony, Meerpet, Telangana 500097","Plot No. 154 & 155,Near TKR college bus stop, R N Reddy colony","Hyderabad, Medbowli","Lakshmi Nagar Colony Park, Hanuman Nagar Colony, Meerpet",Telangana,,500097,India,IN,17.3223214,78.53814369999999,8960b525c0bffff,Asia/Calcutta,,False,4.4,,,,,,,,,,10,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqE4FVTembrrA6oJFNZjSFmTShR2UUuE9nCzFjF5BSVW1AofsOWJzozuJPRLisLbORPSk5lzpOwQ8R4CQCEjyJRTC8KYSE-kbLdU3yjPmknPxMUVbIjuc3aLXoJzNlghaRj4Bg=w800-h500-k-no,,https://lh5.googleusercontent.com/-VisAACcwR74/AAAAAAAAAAI/AAAAAAAAAAA/xKxe3Ub1P2c/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5-9:30am"", ""5-9:30pm""]}","Friday,5,9:30am|Friday,5,9:30pm",,,,,,,,,,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}}",,,True,107693138322627089086,Diamond's Gym,https://www.google.com/maps/contrib/107693138322627089086,"https://www.google.com/maps/place/Diamond%27s+Gym/@17.3223214,78.53814369999999,14z/data=!4m8!1m2!2m1!1sDiamond%27s+Gym!3m4!1s0x3bcba26c2447d669:0xdae4772c0fa7cadf!8m2!3d17.3223214!4d78.53814369999999","https://www.google.com/maps/place/Diamond%27s+Gym/@17.3223214,78.53814369999999,13.99z/data=!4m16!1m7!3m6!1s0x3bcba26c2447d669:0xdae4772c0fa7cadf!2sDiamond%27s+Gym!8m2!3d17.3223214!4d78.53814369999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba26c2447d669:0xdae4772c0fa7cadf!8m2!3d17.3223214!4d78.53814369999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJadZHJGyiyzsR38qnDyx35No,0x3bcba26c2447d669:0xdae4772c0fa7cadf,15772862826083240671,/g/11gbkxpfrg,None
"gym, 500097, Hyderabad, Telangana, IN",AbeeFitness Club,Abeefitness Club,Gym,,Gym,,,"8G9C+C47, Balapur Cross Road, SLNS Colony, Hyderabad, Telangana 500097","8G9C+C47, Balapur Cross Road",Hyderabad,"SLNS Colony, Meerpet",Telangana,,500097,India,IN,17.3185333,78.5202892,8960b525d43ffff,Asia/Calcutta,,False,4.4,,,,,,,,,,14,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqkvujcOhAvWPEXW9cCHjv-ZTlKX7PK8mkpYK4yae0aJn2jhevPb-qJBmjxQ2MbetwwYlPAmQZUcKw-oTkUyfPxqjfnqWpEs9-LKbggasXPp2BIpQzJqxJU_D4z8gFzxBo5cXUKDg=w800-h500-k-no,,,,,OPERATIONAL,"{""Friday"": [""5am-9pm""]}","Friday,5am,9pm",,,,,,,,,,,,,False,None,AbeeFitness Club,,"https://www.google.com/maps/place/AbeeFitness+Club/@17.3185333,78.5202892,14z/data=!4m8!1m2!2m1!1sAbeeFitness+Club!3m4!1s0x3bcba28a0f4b15ef:0xfaabda1a96363835!8m2!3d17.3185333!4d78.5202892","https://www.google.com/maps/place/AbeeFitness+Club/@17.3185333,78.5202892,13.99z/data=!4m16!1m7!3m6!1s0x3bcba28a0f4b15ef:0xfaabda1a96363835!2sAbeeFitness+Club!8m2!3d17.3185333!4d78.5202892!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba28a0f4b15ef:0xfaabda1a96363835!8m2!3d17.3185333!4d78.5202892!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ7xVLD4qiyzsRNTg2lhraq_o,0x3bcba28a0f4b15ef:0xfaabda1a96363835,18062770538223646773,/g/1yhbjs_p2,None
"gym, 500097, Hyderabad, Telangana, IN",Hidden Club Gym,Hidden Club Gym,Gym,,Gym,+91 88854 02352,,"SLNS Colony, Meerpet, Hyderabad, Telangana 500097",,Hyderabad,"SLNS Colony, Meerpet",Telangana,,500097,India,IN,17.3206475,78.5202983,8960b525d43ffff,Asia/Calcutta,,False,4.6,,,,,,,,,,14,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqwUIeb8POtKtc8Bx_7hVgs5JahafbbJrTBy_JPCO_0cxxzHSdT9m9RFPmcmelpgAex1aFXLSOgl9uUVR9n2hHdgxZSoGuwTJGePH6y19kyNAHhfk6kNMLtjWbUzgxQWG8hA-jO=w800-h500-k-no,,https://lh6.googleusercontent.com/-9pxw5QOdO94/AAAAAAAAAAI/AAAAAAAAAAA/D6npS4XYlRw/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5:30-10am"", ""5:30-10pm""]}","Friday,5:30,10am|Friday,5:30,10pm",,,,,,,,,,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}}",,,True,110800946629247045788,Hidden Club Gym,https://www.google.com/maps/contrib/110800946629247045788,"https://www.google.com/maps/place/Hidden+Club+Gym/@17.3206475,78.5202983,14z/data=!4m8!1m2!2m1!1sHidden+Club+Gym!3m4!1s0x3bcba289e0d2c525:0xde66dfac8abc1da7!8m2!3d17.3206475!4d78.5202983","https://www.google.com/maps/place/Hidden+Club+Gym/@17.3206475,78.5202983,13.99z/data=!4m16!1m7!3m6!1s0x3bcba289e0d2c525:0xde66dfac8abc1da7!2sHidden+Club+Gym!8m2!3d17.3206475!4d78.5202983!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba289e0d2c525:0xde66dfac8abc1da7!8m2!3d17.3206475!4d78.5202983!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJJcXS4ImiyzsRpx28iqzfZt4,0x3bcba289e0d2c525:0xde66dfac8abc1da7,16025742256199441831,/g/1td51x1p,None
"gym, 500097, Hyderabad, Telangana, IN",LEVEL UP GYM Balapur,Level Up Gym Balapur,Gym,,Gym,,,"6-125, Mansani Estate, SLNS Colony, Meerpet, Hyderabad, Telangana 500097",6-125,Hyderabad,"Mansani Estate, SLNS Colony, Meerpet",Telangana,,500097,India,IN,17.3195679,78.51999959999999,8960b525d43ffff,Asia/Calcutta,,False,3.8,,,,,,,,,,14,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerNsdmMLa_Ny6hVQ1DqfgWk-Q2kSFZ-EOBxJJvkJExYvtgkb5q9UhWpo7-1rPuLELo_THG7JtsJHYEOh_ZEY-3iZqseMWH3WqIFkb94ibJnXrbSThvtcdaPF1GJRJpZ8H245aWbsg=w800-h500-k-no,,,,,OPERATIONAL,"{""Friday"": [""5:30am-11pm""]}","Friday,5:30am,11pm",,,,,,,,,,,,,False,None,LEVEL UP GYM Balapur,,"https://www.google.com/maps/place/LEVEL+UP+GYM+Balapur/@17.3195679,78.51999959999999,14z/data=!4m8!1m2!2m1!1sLEVEL+UP+GYM+Balapur!3m4!1s0x3bcba3bb667caad5:0xbeda3cd7951525bf!8m2!3d17.3195679!4d78.51999959999999","https://www.google.com/maps/place/LEVEL+UP+GYM+Balapur/@17.3195679,78.51999959999999,13.99z/data=!4m16!1m7!3m6!1s0x3bcba3bb667caad5:0xbeda3cd7951525bf!2sLEVEL+UP+GYM+Balapur!8m2!3d17.3195679!4d78.51999959999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba3bb667caad5:0xbeda3cd7951525bf!8m2!3d17.3195679!4d78.51999959999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ1ap8ZrujyzsRvyUVldc82r4,0x3bcba3bb667caad5:0xbeda3cd7951525bf,13752371308746057151,/g/11k3pg7gnm,None
"gym, 500097, Hyderabad, Telangana, IN","Cult Neo Gym Balapur | Best Gym in Balapur, Hyderabad",Cult Neo Gym Balapur | Best Gym In Balapur Hyderabad,"Gym, Fitness center, Gymnasium school, Personal trainer, Physical fitness program, Training center, Weight loss service, Weightlifting area",,Gym,+91 93904 19453,https://www.cult.fit/cult/cult-pass/hyderabad/Cult-Neo-Gym-Balapur/2835%3Futm_source%3Dgmb%26utm_medium%3Dorganic,"6-20, Plot No. 19 & 13 Part, SY.No. 141, Village, Meerpet Rd, Midhani Quarters, Dhatu Nagar, Kanchanbagh, Balapur, Hyderabad, Telangana 500097","6-20, Plot No. 19 & 13 Part, SY.No. 141, Village, Meerpet Rd","Balapur, Hyderabad","Midhani Quarters, Dhatu Nagar, Kanchanbagh",Telangana,,500097,India,IN,17.320191899999998,78.5194308,8960b525d43ffff,Asia/Calcutta,,False,,,,,,,,,,,4,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WlbVqGXsbH5ACcbrnqXvJw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=154.22826&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WlbVqGXsbH5ACcbrnqXvJw&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=154.22826&pitch=0&thumbfov=100,https://lh4.googleusercontent.com/-RPFm67GY9PU/AAAAAAAAAAI/AAAAAAAAAAA/haB14fSQ1gc/s44-p-k-no-ns-nd/photo.jpg,,,CLOSED_PERMANENTLY,,,,,,,,,,,,,,,True,113496127479772588552,"Cult Neo Gym Balapur | Best Gym in Balapur, Hyderabad",https://www.google.com/maps/contrib/113496127479772588552,"https://www.google.com/maps/place/Cult+Neo+Gym+Balapur+%7C+Best+Gym+in+Balapur%2C+Hyderabad/@17.320191899999998,78.5194308,14z/data=!4m8!1m2!2m1!1sCult+Neo+Gym+Balapur+%7C+Best+Gym+in+Balapur%2C+Hyderabad!3m4!1s0x3bcba36f2a72a307:0xd2c581e573791e9f!8m2!3d17.320191899999998!4d78.5194308","https://www.google.com/maps/place/Cult+Neo+Gym+Balapur+%7C+Best+Gym+in+Balapur%2C+Hyderabad/@17.320191899999998,78.5194308,13.99z/data=!4m16!1m7!3m6!1s0x3bcba36f2a72a307:0xd2c581e573791e9f!2sCult+Neo+Gym+Balapur+%7C+Best+Gym+in+Balapur%2C+Hyderabad!8m2!3d17.320191899999998!4d78.5194308!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba36f2a72a307:0xd2c581e573791e9f!8m2!3d17.320191899999998!4d78.5194308!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJB6NyKm-jyzsRnx55c-WBxdI,0x3bcba36f2a72a307:0xd2c581e573791e9f,15187688140861677215,/g/11n46vqqy4,None
"gym, 500097, Hyderabad, Telangana, IN",W FIT STRENGTH AND FITNESS,W Fit Strength And Fitness,Gym,,Gym,+91 73867 45666,,"Plot no.71,72,73,74, Sathyadev Enclave, ZP Rd, near W FIT, Hyderabad, Telangana 500079","Plot no.71,72,73,74, Sathyadev Enclave, ZP Rd, near W FIT",Hyderabad,"Venkateswara Colony, Laxmi Narashima Puram Colony, Hastinapuram",Telangana,,500079,India,IN,17.327296399999998,78.54548369999999,8960b525127ffff,Asia/Calcutta,,False,4.8,,,,,,,,,,225,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqBOS7NspT_qVYdaAkixEL803K8APuCU9QWLknTGVcTF-mIwRJIt1DfLIR2Q1VfodNCyE3wQct0BsaVt9JKlZn4DRCcBE100L6v8bwRSdKXpPc-31SKV9NpiZGT_-D0KiGkhOlU=w800-h500-k-no,,https://lh4.googleusercontent.com/-B0eyY15Osx8/AAAAAAAAAAI/AAAAAAAAAAA/zuMbFJITsmk/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5am-10pm""]}","Friday,5am,10pm",,,,,,,,,,,,,True,115102497771668614328,W FIT STRENGTH AND FITNESS,https://www.google.com/maps/contrib/115102497771668614328,"https://www.google.com/maps/place/W+FIT+STRENGTH+AND+FITNESS/@17.327296399999998,78.54548369999999,14z/data=!4m8!1m2!2m1!1sW+FIT+STRENGTH+AND+FITNESS!3m4!1s0x3bcba3b219db4f77:0xa2df916786817700!8m2!3d17.327296399999998!4d78.54548369999999","https://www.google.com/maps/place/W+FIT+STRENGTH+AND+FITNESS/@17.327296399999998,78.54548369999999,13.99z/data=!4m16!1m7!3m6!1s0x3bcba3b219db4f77:0xa2df916786817700!2sW+FIT+STRENGTH+AND+FITNESS!8m2!3d17.327296399999998!4d78.54548369999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba3b219db4f77:0xa2df916786817700!8m2!3d17.327296399999998!4d78.54548369999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJd0_bGbKjyzsRAHeBhmeR36I,0x3bcba3b219db4f77:0xa2df916786817700,11736259027775092480,/g/11y1p1lbh9,None
"gym, 500097, Hyderabad, Telangana, IN",V FITNESS,V Fitness,Gym,,Gym,+91 99666 61100,,"#H.No.8-3,Mythripuram Colony,Gayathri Nagar,opp.T.K.R Kaman, Kharmanghat, Telangana 500079","#H.No.8-3,Mythripuram Colony,Gayathri Nagar,opp.T.K.R Kaman",Kharmanghat,Mytripuram,Telangana,,500079,India,IN,17.3376367,78.5354479,8960b525eafffff,Asia/Calcutta,,False,4.8,,,,,,,,,,166,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4PbskN0M8-68GpIC-UN4yffAfSCwxL7W3n9CZQH6PuH47WSW6k96_OkYpzbbcneOTjlHhEwG1_R94merHAADPEhDlTW5i8m-2xy7O5XGsV8YGaw1g26krl09PDi4smoAzCSdh=w800-h500-k-no,,https://lh5.googleusercontent.com/-Grm_3jQcIkc/AAAAAAAAAAI/AAAAAAAAAAA/lZefUEWQHHU/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5-11am"", ""5-10pm""]}","Friday,5,11am|Friday,5,10pm","[{""online_operating_hours"": {""Friday"": ""12-6 pm""}}]",,,,,,,,,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}}",,,True,116539247847537800553,V FITNESS,https://www.google.com/maps/contrib/116539247847537800553,"https://www.google.com/maps/place/V+FITNESS/@17.3376367,78.5354479,14z/data=!4m8!1m2!2m1!1sV+FITNESS!3m4!1s0x3bcba2762872b855:0xb4ebdeecc1f364de!8m2!3d17.3376367!4d78.5354479","https://www.google.com/maps/place/V+FITNESS/@17.3376367,78.5354479,13.99z/data=!4m16!1m7!3m6!1s0x3bcba2762872b855:0xb4ebdeecc1f364de!2sV+FITNESS!8m2!3d17.3376367!4d78.5354479!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba2762872b855:0xb4ebdeecc1f364de!8m2!3d17.3376367!4d78.5354479!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJVbhyKHaiyzsR3mTzweze67Q,0x3bcba2762872b855:0xb4ebdeecc1f364de,13036758654801634526,/g/11h9w5n1d9,None
"gym, 500097, Hyderabad, Telangana, IN",V2 FITNESS STUDIO,V2 Fitness Studio,Gym,,Gym,+91 96401 10999,,"2nd Floor, plywood center, Plot no 174, X' road, above mahadev, near Bharati vidyalaya school, Panchayatiraj Teachers Colony, B.N Reddy Nagar, Hyderabad, Telangana 500112","2nd Floor, plywood center, Plot no 174, X' road, above mahadev, near Bharati vidyalaya school",Hyderabad,"Panchayatiraj Teachers Colony, B.N Reddy Nagar",Telangana,,500112,India,IN,17.3137136,78.5509855,8960b52427bffff,Asia/Calcutta,,False,5.0,,,,,,,,,,73,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKZ793b-djUAGjH6_a_L67Q51OD81AKH_uZ9WbBYb9z11c9P6jo6aEcJ04xv1PzfipYMF2r0wnRL0Bqa7breN42G4E4LqCk5RsqtdFI8kBBsNE12FXoN_4gQaqAX8Zo0eC8Mpk=w800-h500-k-no,,https://lh6.googleusercontent.com/-kTEOlWMq0RI/AAAAAAAAAAI/AAAAAAAAAAA/AIrLRjgHWDQ/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5-10am"", ""4:30-10pm""]}","Friday,5,10am|Friday,4:30,10pm",,,,,,,,,,,,,True,112355897577885983735,V2 FITNESS STUDIO,https://www.google.com/maps/contrib/112355897577885983735,"https://www.google.com/maps/place/V2+FITNESS+STUDIO/@17.3137136,78.5509855,14z/data=!4m8!1m2!2m1!1sV2+FITNESS+STUDIO!3m4!1s0x3bcba39d8eac25d9:0x5f0ab1a1e3a7d266!8m2!3d17.3137136!4d78.5509855","https://www.google.com/maps/place/V2+FITNESS+STUDIO/@17.3137136,78.5509855,13.99z/data=!4m16!1m7!3m6!1s0x3bcba39d8eac25d9:0x5f0ab1a1e3a7d266!2sV2+FITNESS+STUDIO!8m2!3d17.3137136!4d78.5509855!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba39d8eac25d9:0x5f0ab1a1e3a7d266!8m2!3d17.3137136!4d78.5509855!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ2SWsjp2jyzsRZtKn46GxCl8,0x3bcba39d8eac25d9:0x5f0ab1a1e3a7d266,6848481492237537894,/g/11v0psnvqz,None
"gym, 500097, Hyderabad, Telangana, IN",FREEDOM FITNESS CENTER,Freedom Fitness Center,Gym,,Gym,,,"17-1-382/k/1 Sitara Grand Building , 2nd floor Sagar Road, beside NBR Conference Hall, Green Park Colony, Kharmanghat, Telangana 500079","17-1-382/k/1 Sitara Grand Building , 2nd floor Sagar Road, beside NBR Conference Hall","Kharmanghat, Hyderabad","SN Reddy Nagar, Green Park Colony, Saroor Nagar East",Telangana,,500079,India,IN,17.3454312,78.5252838,8960b52584bffff,Asia/Calcutta,,False,4.9,,,,,,,,,,64,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqH2RWgwMQs3qUd-3W33E4Uln3WrAb1htuz1Ou8PbWyrrQOoXKcNNFiTTmeva8nTDu9qmwoLQB4RI4qS0w0179ootUJMvHK9ePGX4ysm01P9mODg9bzNSXVHBefcVMGYDRX-_Q=w800-h500-k-no,,https://lh5.googleusercontent.com/-wURE-NEqePk/AAAAAAAAAAI/AAAAAAAAAAA/Xk6X7BkicWg/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5-10am"", ""5-9:30pm""]}","Friday,5,10am|Friday,5,9:30pm",,,,,,,,,,,,,True,114943865655540238750,FREEDOM FITNESS CENTER,https://www.google.com/maps/contrib/114943865655540238750,"https://www.google.com/maps/place/FREEDOM+FITNESS+CENTER/@17.3454312,78.5252838,14z/data=!4m8!1m2!2m1!1sFREEDOM+FITNESS+CENTER!3m4!1s0x3bcb99ecf0ebd995:0xe412cf4c7a6a1d2c!8m2!3d17.3454312!4d78.5252838","https://www.google.com/maps/place/FREEDOM+FITNESS+CENTER/@17.3454312,78.5252838,13.99z/data=!4m16!1m7!3m6!1s0x3bcb99ecf0ebd995:0xe412cf4c7a6a1d2c!2sFREEDOM+FITNESS+CENTER!8m2!3d17.3454312!4d78.5252838!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcb99ecf0ebd995:0xe412cf4c7a6a1d2c!8m2!3d17.3454312!4d78.5252838!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJldnr8OyZyzsRLB1qekzPEuQ,0x3bcb99ecf0ebd995:0xe412cf4c7a6a1d2c,16434425917606599980,/g/11s96cycv4,None
"gym, 500097, Hyderabad, Telangana, IN",V9 Fitness Station,V9 Fitness Station,Gym,,Gym,+91 96618 98989,,"8a, Nagarjuna Sagar Rd, above Reliance Digital, Shiridi Sai Nagar, Hasthinapuram Central, Laxmi Narashima Puram Colony, Hastinapuram, Hyderabad, Telangana 500079","8a, Nagarjuna Sagar Rd, above Reliance Digital",Hyderabad,"Shiridi Sai Nagar, Hasthinapuram Central, Laxmi Narashima Puram Colony, Hastinapuram",Telangana,,500079,India,IN,17.3289176,78.55396069999999,8960b52513bffff,Asia/Calcutta,,False,4.7,,,,,,,,,,57,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXKHm_5VctWLpWlz9PCknwMIIV99mCUvHDyYMS4vuZWchmge0uiIuKzm_uupL8i3o-Nvde03FEOi6xYFdevqxbeothV84MVzFat8lQ0gLVJ-vR6R9PNS-AqaSYJA2d_vv-fAxQjQ=w800-h500-k-no,,https://lh6.googleusercontent.com/-EZGK5MiIii8/AAAAAAAAAAI/AAAAAAAAAAA/5oBkIu5ucLs/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Friday"": [""5am-10pm""]}","Friday,5am,10pm",,,,,,,,,,,,,True,104063837331579676520,V9 Fitness Station,https://www.google.com/maps/contrib/104063837331579676520,"https://www.google.com/maps/place/V9+Fitness+Station/@17.3289176,78.55396069999999,14z/data=!4m8!1m2!2m1!1sV9+Fitness+Station!3m4!1s0x3bcba3ad8bdc5009:0xb3a56410685b047d!8m2!3d17.3289176!4d78.55396069999999","https://www.google.com/maps/place/V9+Fitness+Station/@17.3289176,78.55396069999999,13.99z/data=!4m16!1m7!3m6!1s0x3bcba3ad8bdc5009:0xb3a56410685b047d!2sV9+Fitness+Station!8m2!3d17.3289176!4d78.55396069999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba3ad8bdc5009:0xb3a56410685b047d!8m2!3d17.3289176!4d78.55396069999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJCVDci62jyzsRfQRbaBBkpbM,0x3bcba3ad8bdc5009:0xb3a56410685b047d,12944862725579408509,/g/11mws8rx5g,None
"gym, 500097, Hyderabad, Telangana, IN",Body Formula Fitness,Body Formula Fitness,"Gym, Boxing club, Fitness center, Mental health service, Personal trainer, Physical fitness program, Training center, Yoga studio",Gym,Gym,+91 89853 81074,,"5TH FLOOR, SM SILKS BUILDING, beside POCHMMA TEMPLE, AV Nagar, Christian Colony, Hastinapuram, Hyderabad, Telangana 500070","5TH FLOOR, SM SILKS BUILDING, beside POCHMMA TEMPLE",Hyderabad,"AV Nagar, Christian Colony, Hastinapuram",Telangana,,500070,India,IN,17.3284736,78.5552524,8960b52510fffff,Asia/Calcutta,,False,4.8,101.0,https://search.google.com/local/reviews?placeid=ChIJHQCPXLujyzsRHAAhlaAJKzI&q=*&authuser=0&hl=en&gl=IN,,"{""1"": 3, ""2"": 0, ""3"": 0, ""4"": 8, ""5"": 90}",3.0,0.0,0.0,8.0,90.0,68,https://lh3.googleusercontent.com/p/AF1QipM5flX75HcQHu34rXbwLj0irN6HhI1YrjCEheiB=w800-h500-k-no,https://lh3.googleusercontent.com/p/AF1QipM5flX75HcQHu34rXbwLj0irN6HhI1YrjCEheiB=w1600-h1000-k-no,https://lh3.googleusercontent.com/-YqB6Xve__1I/AAAAAAAAAAI/AAAAAAAAAAA/wmJk9Z382LE/s44-p-k-no-ns-nd/photo.jpg,,,OPERATIONAL,"{""Monday"": [""5am-10pm""], ""Tuesday"": [""5am-10pm""], ""Wednesday"": [""5am-10pm""], ""Thursday"": [""5am-10pm""], ""Friday"": [""5am-10pm""], ""Saturday"": [""5am-10pm""], ""Sunday"": [""6am-12pm""]}","Sunday,6am,12pm|Monday,5am,10pm|Tuesday,5am,10pm|Wednesday,5am,10pm|Thursday,5am,10pm|Friday,5am,10pm|Saturday,5am,10pm",,,,,,,,,,"{""Service options"": {""Online classes"": true, ""Outdoor services"": true, ""On-site services"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointment required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""Google Pay"": true, ""NFC mobile payments"": true}}",,,True,110092984927948877543,Body Formula Fitness,https://www.google.com/maps/contrib/110092984927948877543,"https://www.google.com/maps/place/Body+Formula+Fitness/@17.3284736,78.5552524,14z/data=!4m8!1m2!2m1!1sBody+Formula+Fitness!3m4!1s0x3bcba3bb5c8f001d:0x322b09a09521001c!8m2!3d17.3284736!4d78.5552524","https://www.google.com/maps/place/Body+Formula+Fitness/@17.3284736,78.5552524,13.99z/data=!4m16!1m7!3m6!1s0x3bcba3bb5c8f001d:0x322b09a09521001c!2sBody+Formula+Fitness!8m2!3d17.3284736!4d78.5552524!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bcba3bb5c8f001d:0x322b09a09521001c!8m2!3d17.3284736!4d78.5552524!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJHQCPXLujyzsRHAAhlaAJKzI,0x3bcba3bb5c8f001d:0x322b09a09521001c,3614993711196340252,/g/11fjt1v46w,3614993711196340252
